"","bc","cc","ec"
"327046138",6860900,7.9207478532358e-09,0
"327046186",2723064,7.93378874654494e-09,0
"327048374",85054,7.30060297064349e-09,0
"327058806",0,7.17391494020722e-09,0
"327061268",0,7.28160646079089e-09,0
"327151587",0,5.51847142958247e-09,0
"327170372",58598,5.60699381497848e-09,2.67003698387782e-18
"327182396",250799,5.6326120907124e-09,0
"327194426",58036,5.66263490857542e-09,2.04707426896433e-17
"327203983",139603,5.68560068366514e-09,0
"327207062",85041,5.69003408372206e-09,1.87080480020207e-17
"327312749",88484,8.23209628224157e-09,2.85613434983774e-18
"327330756",5184759,8.53643352918044e-09,3.16530916429545e-17
"327517717",644373,8.11273131642723e-09,0
"327518615",0,7.9292184550745e-09,2.33658744996958e-17
"327526390",3406608,7.92474603268634e-09,4.22023499747267e-18
"327543742",1811,7.59885833920998e-09,0
"327544647",14998,7.49054839219947e-09,2.42792691750651e-17
"327546895",15461,7.05111052321547e-09,5.59909030426419e-18
"327547037",44749,7.05993580253575e-09,6.3398839852769e-18
"327547042",65986,7.16912198367406e-09,9.6354676721766e-18
"328949493",106589,7.18151431689476e-09,0
"328952453",34561,7.39898982098023e-09,2.51633403088383e-17
"328952458",110532,7.32486443681974e-09,1.62704603441913e-17
"329046502",587183,6.5150835507359e-09,5.41351426179667e-18
"329046505",517648,6.39096541945411e-09,2.3161923224825e-18
"329113140",2920185,7.18539999457639e-09,3.9066024326724e-19
"329113781",0,7.09397751862996e-09,8.55712327994211e-18
"329118671",167935,8.13910540830045e-09,0
"329126816",57949,7.27677165181539e-09,5.86235378747221e-17
"329128276",0,8.08436472693199e-09,1.602970468438e-18
"329147281",313,4.34275639298039e-09,0
"329147721",17879,4.40771954576469e-09,0
"329147785",1067001,4.36197406822047e-09,0
"329147903",52910,4.32313733878266e-09,0
"329147917",33660,4.33331535016601e-09,0
"329149261",26873,4.45997867325937e-09,4.52199476308906e-17
"329416063",37638,7.66879665131532e-09,0
"329753711",168085,8.24385411808593e-09,9.45588972558632e-19
"329972094",19811,8.33536346626588e-09,6.83130521403664e-18
"329972466",11243,7.85560948352236e-09,1.23352725595339e-17
"329987364",305114,8.22276982645428e-09,1.75388600536007e-18
"330048917",1059817,8.12911391897154e-09,5.06666526524457e-18
"330049430",136924,7.09851677707821e-09,1.36296900799135e-18
"330049432",45690,7.14078758597732e-09,0
"330160636",3404626,8.29402533975306e-09,2.57436922547105e-17
"330164842",0,8.09854661791448e-09,0
"330167447",3152313,6.37066164908819e-09,1.08080333506471e-17
"330167569",85026,6.31090146517616e-09,0
"330167570",0,6.26969863598125e-09,9.34972429699765e-18
"330215817",28156,7.73865058590843e-09,1.66903086514134e-17
"330217377",175084,7.72709444655108e-09,1.71405150324246e-18
"330217381",105070,7.7455772901981e-09,0
"330217392",58407,7.6946084901218e-09,2.31938476990866e-17
"330217396",77254,7.73683516791492e-09,3.27985557544163e-17
"330478646",2442535,7.32699752492698e-09,1.73448708328583e-17
"330478835",85026,7.11807161746211e-09,0
"330493065",1063511,7.40482690043388e-09,0
"330989384",0,7.65743585520057e-09,0
"331419425",629711,6.2070164739651e-09,0
"331432688",809401,6.07351641396132e-09,0
"331432795",201794,5.98740402225379e-09,0
"331433664",104311,5.92108495893443e-09,0
"331433681",147233,5.95963590325987e-09,0
"331434319",1079226,6.13405922652304e-09,3.99676128904556e-17
"331435613",60127,5.98010918705134e-09,1.38275945941073e-17
"331435614",194269,5.97115631397618e-09,3.15114091054888e-17
"331436914",0,5.98936604352207e-09,4.98014089900278e-18
"331454080",465335,8.07477928449423e-09,4.15246711392047e-18
"331454083",111962,7.9727158054166e-09,0
"331454183",507026,8.0992306440294e-09,0
"331454270",557139,7.84516937608905e-09,2.65653578140888e-18
"331734385",6483,7.4118214775586e-09,1.40901151816532e-17
"331861643",212441,5.42097022804256e-09,3.45399723453224e-18
"331946174",1419437,5.62146256434119e-09,1.67481719710958e-17
"331946178",0,5.60670134438673e-09,0
"331946253",1336350,5.52503089596323e-09,3.03723781994695e-17
"331946317",1442502,5.63076705647364e-09,0
"332037013",127517,5.90722881450712e-09,0
"332037225",0,5.64012617158486e-09,4.20841145339104e-17
"332037239",85012,5.71855376160237e-09,6.56736307543849e-18
"332040654",240360,5.9450534963031e-09,0
"332043843",3526,6.05465283931217e-09,1.41178435246411e-17
"332197619",709446,6.04476344004776e-09,1.31291642135384e-17
"332199724",669039,5.9292041971682e-09,0
"332199733",258242,6.04067226692363e-09,2.7551446527719e-17
"332199745",173941,6.02746191971828e-09,2.09494023714433e-17
"332200152",41014,6.08245453585716e-09,0
"332200766",117256,5.96814629944047e-09,1.48424306285704e-17
"332201812",28636,6.07548042741025e-09,0
"332201813",128836,6.13672620215131e-09,0
"332201898",64326,6.12963054689714e-09,0
"332202487",2770826,6.13896194425751e-09,0
"332203755",0,5.98185966473863e-09,2.82711414803993e-17
"332204112",190977,6.07870653252504e-09,1.7762010946198e-17
"332204372",2829962,5.86652043153177e-09,3.94447143021416e-17
"332204374",66792,5.96500063477123e-09,0
"332204379",0,5.85082790963573e-09,0
"332204381",125036,5.976199059556e-09,0
"332207841",19748,5.83012205999123e-09,1.04636482468095e-17
"332207965",61803,5.82102467306519e-09,8.48578568752113e-18
"332208520",305471,5.80225368898292e-09,7.72748181619647e-18
"332408873",310297,7.2983326500584e-09,0
"332411808",0,7.19323513663802e-09,8.31496026995217e-18
"332411809",127536,7.22889518496315e-09,0
"332411810",0,7.19524162443255e-09,6.7248195758803e-18
"332431641",138719,6.50806785765448e-09,0
"332431642",600982,6.11757956114301e-09,0
"332431657",75873,5.79233746533106e-09,0
"332431658",261296,5.81851377368127e-09,0
"332431735",108951,5.80002631366445e-09,2.46733999340466e-17
"332431736",75901,5.76772081709125e-09,0
"332434730",2097428,6.70329393674943e-09,2.44557712260157e-17
"332434731",4183393,7.38187027252877e-09,0
"332434732",654560,7.45919351500679e-09,7.03440062772256e-18
"332434733",654588,7.51049210922613e-09,0
"332434734",4883941,7.69351530293113e-09,1.31200115487985e-17
"332434735",42978,7.23514235194638e-09,1.27949586892352e-17
"332434737",1491166,5.99224823767647e-09,1.44030299991336e-17
"332434738",450234,5.97662957465224e-09,3.28124312157784e-17
"332434739",858999,5.95339016781356e-09,0
"332465422",135567,5.99740862130676e-09,1.72275130052616e-17
"332465423",50614,6.25643861397297e-09,1.58849693643078e-17
"332469880",195212,6.60172106779032e-09,9.75592632113371e-18
"332469883",85050,6.31904066969642e-09,4.64932305143776e-18
"332469884",56785,6.45650263973411e-09,1.89336335011008e-18
"332476877",14029126,8.44342316960901e-09,0
"332476878",1567073,8.49108695262731e-09,9.18334024072926e-18
"332476879",4796845,8.67618879717595e-09,3.61714764557337e-18
"332476884",518612,7.45465050220484e-09,2.0569163908721e-17
"332481351",1192898,8.14704936995159e-09,9.73384249544543e-17
"332481353",1119491,8.17985528457738e-09,0
"332482627",2259649,7.68198208111696e-09,0
"332482628",534746,7.48920227270248e-09,5.01662562800661e-17
"332483358",676904,7.13976058415224e-09,3.64471841327352e-17
"332483359",414350,7.13695452414152e-09,1.87297671405486e-17
"332483360",351972,6.68384206140774e-09,1.85386719223232e-17
"332483510",781840,6.7668005683621e-09,3.31689513565634e-17
"332487557",255489,7.44938614467106e-09,5.06347332608799e-18
"332487558",0,7.39494687444023e-09,8.01975135080137e-18
"332487559",170008,7.45686828736038e-09,0
"332488720",3750646,7.0867326805209e-09,2.02357158866172e-17
"332495930",85217,5.85737855126857e-09,0
"332951210",2946759,7.91502513348955e-09,0
"332951211",113756,7.67093748506916e-09,1.06372506258121e-17
"332951231",0,7.53179904910336e-09,2.48959646480041e-17
"333271562",277773,6.70309347539972e-09,1.53254893486207e-17
"333271732",2107073,6.75026455160288e-09,0
"333557965",0,5.71010896527788e-09,1.20741478783599e-17
"333564064",0,6.02742360488713e-09,0
"333576352",692339,6.29974047006472e-09,1.51786589171406e-18
"333674495",12288480,6.30408360082988e-09,0
"333674878",11964995,6.31609036729044e-09,0
"333674939",11476426,6.26127861792107e-09,2.64267592470611e-18
"333677006",43833,6.21944029538094e-09,6.41930586109077e-18
"333678583",563836,6.06442532246293e-09,0
"333679120",1466609,6.03790311633787e-09,1.54059845531884e-17
"333682301",19110,6.04643721287948e-09,0
"333695347",268954,5.53537934540286e-09,1.17954012551561e-17
"333697735",218680,5.64348306461282e-09,2.05544453934924e-17
"333697749",10240638,5.66232326531418e-09,0
"333698582",10199993,5.75850664640211e-09,3.02343851490853e-17
"334633504",64796,5.11561895330611e-09,4.55752650035338e-17
"334634153",104511,5.13977377295042e-09,0
"334634309",42892,5.0536898871832e-09,2.94304402387777e-17
"334634960",2607302,4.84594054667282e-09,0
"334636099",23101,4.96516061422882e-09,0
"334636345",120546,4.94183066305014e-09,0
"334639739",0,4.24590824542606e-09,0
"334642534",85078,4.3065607109221e-09,4.40014406046631e-19
"334642566",311000,4.28792342191681e-09,0
"334642905",109665,4.27827522911952e-09,0
"334642906",21244,0.0498001966310964,0
"334646013",287875,4.42089264146351e-09,0
"335432779",21243,3.87920275199224e-09,0
"335438572",114289,3.89159770375247e-09,0
"335438576",114373,3.89480186704301e-09,0
"335438584",360907,3.89957544980169e-09,0
"335438599",199213,3.88171274472983e-09,0
"335438608",114261,3.88665250873822e-09,0
"335454420",44436,3.94046602267783e-09,0
"335459675",814,3.9392813337975e-09,0
"335459676",63810,3.89006250874828e-09,0
"335460281",42541,3.84058515610343e-09,1.62718267186934e-17
"335493648",6,3.93228007518996e-09,1.64096575353024e-17
"335614445",0,6.11779982304118e-09,5.91774585571865e-18
"335689270",74308,6.3525681757161e-09,0
"335690031",256350,6.43553099219903e-09,2.74991521495051e-17
"337431795",3358352,6.24831205147923e-09,0
"337436649",1260502,5.62857916129165e-09,0
"337626813",841161,6.58131703741385e-09,3.91898196323691e-17
"337627060",94929,6.09358799021528e-09,1.37403541476508e-17
"337627158",11505776,6.09733801638011e-09,1.21345574031577e-17
"337653897",46354,4.77645519851638e-09,0
"337653981",1588800,5.38193257984825e-09,3.50214472885706e-18
"338479723",187517,8.14815623393276e-09,6.5218823475643e-18
"338481508",710414,8.39684964260715e-09,1.77841209546852e-17
"338489577",6260397,8.44829892570507e-09,0
"338489769",60781,8.41117260697616e-09,4.55692158676112e-18
"338491437",0,7.85677474752149e-09,0
"338491449",85026,7.87743457270171e-09,0
"338491456",0,7.84732139135806e-09,0
"338495959",3492049,8.68231575873234e-09,0
"338495963",0,8.56073821648637e-09,1.2525107669593e-17
"338495966",3504928,8.57406411838352e-09,0
"338495969",234783,8.4587722809649e-09,3.19462495606969e-17
"338495972",821713,8.52623340670901e-09,5.67903392105545e-18
"338496056",0,8.15970995711409e-09,5.35197209155971e-18
"338496057",114995,8.20239222783419e-09,1.3469672817683e-21
"338499511",387045,7.35076829774777e-09,6.68915321411634e-18
"338647421",0,8.41774996715189e-09,3.81322788500622e-18
"338647491",2098853,8.60796551283076e-09,0
"338664953",1064588,8.43904414448804e-09,3.91893852875722e-12
"338666820",0,8.46890836163147e-09,7.04851283784128e-08
"338666822",19882051,8.5652998116583e-09,2.97558426220487e-10
"338667204",113980,8.54752957916635e-09,0
"338667205",5715150,8.63883161596086e-09,3.0399818140093e-17
"338667206",1630502,8.52926884999015e-09,0
"338667986",0,8.5162105882621e-09,0
"338733015",2368348,6.38981669734861e-09,0
"338733019",2343937,6.38740682166114e-09,1.22396384079154e-17
"340208152",38,4.75699465108253e-09,6.49998838562401e-18
"340390915",1004700,6.45535107739593e-09,4.72569266597464e-18
"340393005",173559,6.50571985699295e-09,3.71205263764734e-19
"340394503",297420,7.9794790401334e-09,0
"340394504",2312530,7.9938989299993e-09,0
"340394507",2003577,7.95300990209359e-09,0
"340402108",3294599,7.29440259154826e-09,0
"340402111",3408708,7.38380571274639e-09,0
"340402112",0,7.23535276859124e-09,0
"340402159",430997,7.44665795813009e-09,0
"340402161",0,7.27588034197312e-09,3.28519707502892e-17
"340406543",8765086,5.44557249919674e-09,0
"340408278",1803883,5.66864867409643e-09,4.12435979256338e-17
"340408283",702471,5.59111496543414e-09,1.4524826518476e-17
"340410175",0,5.047668811456e-09,5.83073612359412e-17
"340410669",43056,4.30839848647112e-09,0
"340412276",171610,4.68400898453866e-09,0
"340413701",196993,4.30175201700013e-09,2.88804906630211e-17
"340413962",112171,4.06087577690319e-09,0
"340414284",370054,4.13134819974713e-09,3.31991734782272e-17
"340420439",447140,4.32011338876795e-09,0
"340836384",60646,4.97678551300825e-09,0
"340838197",125104,4.97574285904766e-09,0
"340838199",3801,4.80871225852118e-09,0
"340838633",12080,4.69367442178943e-09,4.56987854902743e-17
"340838634",1335848,4.98095181225833e-09,0
"340840586",44839,4.80827563722858e-09,0
"340840663",43504,4.8945987295763e-09,0
"340841231",286762,4.80920504497312e-09,0
"340841377",9874,4.7696852189152e-09,6.62931478927255e-18
"340841423",82391,4.77049258103027e-09,5.90669755422123e-18
"340843063",0,4.6825431394252e-09,1.18186598541338e-17
"340843169",34694,4.68846604053945e-09,0
"340843171",252354,4.68734525460489e-09,3.78008644340242e-17
"340843647",95743,4.69478085383285e-09,0
"340845210",42448,5.06512130452789e-09,1.56221776008095e-17
"340846763",7712713,5.23218335138009e-09,2.14478257314557e-17
"340848612",125620,5.16390363136899e-09,0
"340848616",205903,5.1728867253576e-09,0
"340969152",1587912,6.33230444923271e-09,6.36236478641824e-18
"340969153",1361427,6.36915677015333e-09,2.67139217513642e-17
"341029071",4823951,6.28436405616506e-09,5.7934267223092e-17
"341072658",0,6.09154270216643e-09,7.8711457259104e-19
"341104044",48036,6.42968713341938e-09,0
"341104949",46637,6.44119180730253e-09,1.04646570324435e-17
"342025471",2916949,6.85582306815135e-09,3.61379940979596e-18
"342882454",303261,8.86405901274478e-09,2.02131412881603e-14
"343249078",228030,5.09871270081531e-09,0
"343249084",0,5.08451228624745e-09,0
"343646714",0,7.8261094570908e-09,0
"343646715",1446505,7.85877874808264e-09,0
"343680497",77511,5.73306422866755e-09,2.55155163544607e-18
"343693596",198424,6.20763187661595e-09,2.23122989571317e-17
"343694131",160051,6.18838468296079e-09,0
"343694133",67709,6.13164555410036e-09,8.58257409518209e-18
"343694388",49159,6.10753225284711e-09,1.97264862646276e-17
"343694404",42514,6.08512746271049e-09,4.00641194944454e-17
"343702910",405649,6.13290507779139e-09,1.28276210435334e-17
"343703092",363189,6.05965293488436e-09,3.79190613129088e-17
"343706493",127530,5.51550974965532e-09,1.93273941456599e-17
"343706710",319015,5.58295279358674e-09,0
"344520939",191170,5.03123081989544e-09,0
"344520944",21243,5.2363089628558e-09,0
"344520950",42514,4.82509232067852e-09,0
"344520958",0,4.76921425700327e-09,0
"344524471",636447,5.37595408581478e-09,0
"345543432",86918,5.85510614567069e-09,0
"345543498",0,5.67113670091515e-09,2.72186168918917e-17
"346362982",0,6.48321180326031e-09,4.89700327719976e-18
"346362991",150069,6.46886362347607e-09,1.41273178728297e-17
"346362995",2672994,6.55825719681362e-09,9.39577952558758e-18
"346362999",334881,6.83977862009122e-09,0
"346363000",0,6.80474138344468e-09,0
"346582209",42514,6.8761372267117e-09,9.95023634357419e-18
"346582222",7139587,7.1062436403344e-09,1.81287348970432e-17
"346582240",6482040,7.01637539967074e-09,0
"346620541",0,5.83361514617441e-09,1.63398397057519e-17
"346622115",0,5.75882539973277e-09,1.49397941698741e-18
"346622663",0,5.88968664853511e-09,9.97504549149336e-18
"346622671",459264,5.9025646869922e-09,0
"346889989",0,0.0184126051221658,0
"346890018",0,0.0184126051221658,1.25629415260903e-17
"347455663",1007,5.37356943881623e-09,0
"347455666",281662,5.44838246069043e-09,7.83514080964017e-18
"348097128",58696,8.07461506756846e-09,0
"348097132",151342,8.12495611807832e-09,0
"348097135",0,8.11751728927738e-09,0
"352968987",3934971,6.7179747581278e-09,0
"353160292",173711,5.802010005139e-09,0
"353161033",465467,5.97519029919959e-09,0
"353161861",2827194,7.01851687634481e-09,0
"353167649",253185,7.64727988785809e-09,1.08456985055927e-17
"353192552",142739,5.69278336084821e-09,8.83858317680217e-18
"353192559",0,0.0176680155843205,0
"353192566",0,5.7047332729872e-09,1.54846913383025e-18
"353192571",21246,0.010829279121962,0
"353192572",42490,0.00377443168017959,0
"353192575",156126,5.50784221760806e-09,0
"353206666",567292,6.82893681476261e-09,0
"353206807",530809,6.65913960383763e-09,2.20035717170608e-17
"353676325",9666958,5.47474708983747e-09,2.85559640139522e-17
"353676329",433734,5.44664525386055e-09,0
"353676331",365737,5.42368373340826e-09,1.04872319379142e-17
"353694929",226933,6.15002792047914e-09,0
